title,originallink,link,description,pubDate
올 여름 <b>선글라스</b> 트렌드...'왕' <b>오버 사이즈</b> 렌즈,,https://n.news.naver.com/mnews/article/076/0000003760?sid=101,'10년만의 무더위'에 큰 <b>사이즈</b> 렌즈 유행 빛-자외선 차단 확실 복고풍에 금속테 지고 플라스틱 재질 전성기 ◇ 얼굴의 반을 가리는 왕 <b>오버사이즈</b> 렌즈의 <b>선글라스</b>가 올시즌 핫트렌드. 프라다의 <b>선글라스</b>가 멋스럽다.... ,"Tue, 15 Jun 2004 17:22:00 +0900"
누진다초점 <b>선글라스</b> 고를때 <b>오버사이즈</b>는 피하는게 좋아,http://www.fnnews.com/news/201506051711519671,https://n.news.naver.com/mnews/article/014/0003442187?sid=101,"<b>오버사이즈 선글라스</b>에 누진다초점 안경렌즈를 장착하게되면 일반 안경렌즈에 비해 두껍고 무거워 제작 후 외관상 보기 싫고 착용감도 떨어져 안 쓰게 되는 경우가 많기 때문이다. 모든 선글라스에는 기울기, 즉 '커브'가... ","Fri, 05 Jun 2015 17:13:00 +0900"
"[방탄소년단 PICK] 지민 제이홉 ‘<b>오버사이즈</b> 에비에이터 <b>선글라스</b>’, 뉴...",http://www.theceluv.com/article.php?aid=1557297638253850003,http://www.theceluv.com/article.php?aid=1557297638253850003,"테 <b>선글라스</b>를 써 뉴트룩룩을 연출했다. 지민과 제이홉은 블랙 슈트에 컬러만 달리한 <b>오버사이즈</b> 에비에이터 테를 착용해 모던한 뉴트로룩을 완결했다. 지민은 헤어컬러에 맞춘 오렌지 색 렌즈를, 제이홉은 반투명 컬러... ","Wed, 08 May 2019 15:42:00 +0900"
올 여름 <b>선글라스</b> 트렌드...<b>오버 사이즈</b> 인기 여전,http://joynews.inews24.com/php/news_view.php?g_menu=703110&g_serial=493743,https://n.news.naver.com/mnews/article/111/0000188886?sid=103,"▶ 더 커진 <b>오버 사이즈</b>, 얼굴을 작아 보이게 올 여름에는 얼굴 절반을 가릴 정도의 <b>오버사이즈</b> 프레임에 다양한 장식을 가미한 <b>선글라스</b>가 눈에 띈다. 빅 <b>선글라스</b>는 얼굴도 작아 보이고 더 많은 자외선과 햇빛을... ","Sat, 22 May 2010 07:30:00 +0900"
"봄나들이 필수품 ‘<b>선글라스</b>’ , 복고풍 <b>오버사이즈</b> 대세",http://sports.khan.co.kr/news/sk_index.html?cat=view&art_id=200904202043126&sec_id=560101&pt=nv,https://n.news.naver.com/mnews/article/144/0000092391?sid=103,이와 함께 오버사이즈라는 큰 틀에서 변형된 복고풍 <b>오버사이즈 선글라스</b>가 유행일 전망이다. 고전적인 복고풍의 유행 속에 주목할 만한 것은 컬러와 소재의 믹스&amp;매치 제품들이 단연 유행을 선도하고 있다. 특히 럭셔리한... ,"Mon, 20 Apr 2009 20:45:00 +0900"
"야노시호 일상, 단발머리+민소매+<b>오버사이즈 선글라스</b>…'스타일 최고!'",http://mbn.mk.co.kr/pages/news/newsView.php?category=mbn00012&news_seq_no=1921000,https://m.entertain.naver.com/article/057/0000422609,"'야노시호 단발머리' '야노시호 일상사진' / 사진=야노시호 인스타그램 야노시호 일상, 단발머리+민소매+<b>오버사이즈 선글라스</b>…'스타일 최고!' '야노시호 단발머리' '야노시호 일상사진' 추성훈의 아내 야노 시호가... ","Tue, 05 Aug 2014 15:55:00 +0900"
이민영 법정패션 아이템 '<b>오버사이즈 선글라스</b>',http://www.cbs.co.kr/Nocut/Show.asp?IDX=845477,https://m.entertain.naver.com/article/079/0001967561,이번에도 지난번과 비슷한 무채색 바지정장에 얼굴을 반쯤 가린 <b>오버사이즈 선글라스</b>를 낀 채였지만 계절이 여름인 만큼 패션도 여름 코디로 달라졌다. 이날 이민영은 흰색 블라우스에 여름용 검정 스트라이프... ,"Thu, 05 Jun 2008 10:28:00 +0900"
"2011 선글라스 트렌드, 복고적인 <b>오버 사이즈 선글라스</b>.",http://www.pressian.com/article/article.asp?article_num=60110722112300,https://n.news.naver.com/mnews/article/002/0001974797?sid=102,2011년 여름에는 복고적인 <b>오버 사이즈 선글라스</b>가 유행할 예정이다. 테 소재는 다양해졌지만 그래도 꾸준히 사랑 받는 유행아이템은 뿔테이다. 착용하기도 편하면서 간결한 스타일로 이런 디자인의 제품은 여름뿐... ,"Fri, 22 Jul 2011 11:36:00 +0900"
복고풍의 <b>오버사이즈 선글라스</b>,http://www.allurekorea.com/content/view_03.asp?menu_id=05030400&c_idx=010105030002323&_C_=5,http://www.allurekorea.com/content/view_03.asp?menu_id=05030400&c_idx=010105030002323&_C_=5,"시간을 거꾸로 돌려주는 1970년대 복고풍의 <b>오버사이즈 선글라스</b>. 1 와인색 선글라스는 30만원대, 훌라 바이 세원 I.T.C.(FurlabySewon I.T.C.). 2 빨간색 줄무늬 장식의 선글라스는 30만원, 스텔라... ","Fri, 20 Jun 2014 13:46:00 +0900"
"손담비, 도발적 레드 드레스에 <b>오버사이즈 선글라스</b>까지",http://www.dailian.co.kr/news/view/436304/?sc=naver,https://m.entertain.naver.com/article/119/0002022160,도발적인 레드 드레스를 입고 <b>오버사이즈 선글라스</b>를 착용해 매력을 더했다. 손담비는 다른 화보 속에서도 네이비 컬러의 슈트를 착용해 멋스러운 분위기를 연출했다. 봄 내음이 물씬 풍기는 베이지 컬러 프레임의... ,"Wed, 07 May 2014 14:59:00 +0900"
"[셀럽 in SNS] ‘소녀시대’ 효연, 스포티룩 더욱 돋보이게 한 <b>오버</b> 사이...",http://www.moneyweek.co.kr/news/mwView.php?type=1&no=2015070710408000582&outlink=1,https://n.news.naver.com/mnews/article/417/0000115976?sid=103,"효연은 포멀한 블랙 재킷과 스포티한 트레이닝 팬츠 룩을 선보였고, 스포티 룩을 더욱 돋보이게 할 <b>오버 사이즈 선글라스</b>와 볼드한 액세서리 코디를 더했다. 본문 이미지 영역 한편, 효연이 착용한 블랙 선글라스... ","Tue, 07 Jul 2015 10:46:00 +0900"
"박신혜, 시선끄는 공항패션…<b>오버사이즈 선글라스</b>로 여배우 포스 ‘물씬...",http://sports.khan.co.kr/news/sk_index.html?cat=view&art_id=201503081421153&sec_id=540101&pt=nv,https://m.entertain.naver.com/article/144/0000307772,이때 얼굴의 반 이상을 가리는 <b>오버사이즈 선글라스</b>가 세련된 분위기를 한층 고조시켰다. 특히 독특한 형태의 선글라스는 박신혜의 새하얀 피부를 더욱 돋보이게 해 특유의 청아한 이미지를 더욱 빛나게 했다. 박신혜... ,"Sun, 08 Mar 2015 14:22:00 +0900"
빈티지ㆍ<b>오버사이즈</b>ㆍ초경량…2013 <b>선글라스</b> 트렌드,http://biz.heraldcorp.com/view.php?ud=20130522000658,https://n.news.naver.com/mnews/article/112/0002429558?sid=103,키워드는 패션 전반에 불고 있는 ‘빈티지(오래되어 낡은 ‘멋’을 풍기는 스타일)’와 ‘<b>오버사이즈</b>(평균보다 넉넉하고 풍성한 스타일)’다. 구찌ㆍ디올 등 전세계 유명 브랜드와 라이선스 계약을 통해 <b>선글라스</b>를 직접... ,"Thu, 23 May 2013 07:40:00 +0900"
"'룸메이트' 홍수현, 작은 얼굴 더 작게 '<b>오버사이즈 선글라스</b>'",http://www.moneyweek.co.kr/news/mwView.php?type=1&no=2014061422218016839&outlink=1,https://n.news.naver.com/mnews/article/417/0000047222?sid=103,"홍수현은 루즈한 핏의 티셔츠를 착용해 시원하면서도 러블리한 분위기를 자아냈는데, 이에 더해 유니크한 핑크 컬러가 돋보이는 <b>오버사이즈</b> 라운드 쉐입의 <b>선글라스</b>를 착용해 세련되면서 트렌디한 분위기를 연출했다.... ","Sun, 15 Jun 2014 16:03:00 +0900"
